date,closeprice,volume
2018-09-19,272.0,1214.0
2018-09-20,272.25,3030.0
2018-09-21,273.0,2478.0
2018-09-25,271.95,1854.0
2018-09-26,272.35,1430.0
2018-09-27,271.6,2114.0
2018-09-28,268.9,6336.0
2018-10-08,272.8,4214.0
2018-10-09,272.25,8382.0
2018-10-10,272.15,4680.0
2018-10-11,273.8,6528.0
2018-10-12,277.2,14288.0
2018-10-15,279.75,9376.0
2018-10-16,279.6,12830.0
2018-10-17,278.8,14042.0
2018-10-18,279.25,10192.0
2018-10-19,280.35,15882.0
2018-10-22,280.2,10338.0
2018-10-23,281.4,13896.0
2018-10-24,281.5,25192.0
2018-10-25,282.85,26254.0
2018-10-26,282.65,19528.0
2018-10-29,282.15,27640.0
2018-10-30,281.45,30956.0
2018-10-31,279.4,51100.0
2018-11-01,280.1,59112.0
2018-11-02,280.25,83730.0
2018-11-05,280.2,55580.0
2018-11-06,280.15,50734.0
2018-11-07,280.4,75428.0
2018-11-08,279.4,58390.0
2018-11-09,278.7,65422.0
2018-11-12,276.55,119420.0
2018-11-13,275.45,96610.0
2018-11-14,275.5,115628.0
2018-11-15,277.05,108868.0
2018-11-16,277.5,124384.0
2018-11-19,278.25,148594.0
2018-11-20,279.3,102492.0
2018-11-21,279.0,124620.0
2018-11-22,279.65,103356.0
2018-11-23,279.65,64856.0
2018-11-26,279.5,103560.0
2018-11-27,278.9,87732.0
2018-11-28,277.55,146380.0
2018-11-29,279.55,153582.0
2018-11-30,279.45,107410.0
2018-12-03,278.35,156940.0
2018-12-04,278.35,150018.0
2018-12-05,278.9,107694.0
2018-12-06,279.9,147522.0
2018-12-07,280.25,173004.0
2018-12-10,283.1,235966.0
2018-12-11,282.65,124962.0
2018-12-12,281.2,122580.0
2018-12-13,280.8,94850.0
2018-12-14,280.35,96230.0
2018-12-17,280.2,99312.0
2018-12-18,281.9,100036.0
2018-12-19,282.55,98696.0
2018-12-20,282.15,216128.0
2018-12-21,284.8,204216.0
2018-12-24,285.45,148724.0
2018-12-25,287.1,136042.0
2018-12-26,287.5,90834.0
2018-12-27,286.3,192058.0
2018-12-28,287.85,171054.0
2019-01-02,288.3,91402.0
2019-01-03,290.7,198374.0
2019-01-04,290.55,217562.0
2019-01-07,288.65,280434.0
2019-01-08,287.25,193804.0
2019-01-09,286.2,184668.0
2019-01-10,286.9,223516.0
2019-01-11,284.95,204814.0
2019-01-14,285.05,171396.0
2019-01-15,284.3,168666.0
2019-01-16,284.6,159836.0
2019-01-17,285.1,120016.0
2019-01-18,285.05,147008.0
2019-01-21,283.2,193586.0
2019-01-22,283.25,124106.0
2019-01-23,283.6,138716.0
2019-01-24,283.3,137742.0
2019-01-25,282.9,142372.0
2019-01-28,285.6,223994.0
2019-01-29,286.6,164764.0
2019-01-30,287.55,207730.0
2019-01-31,287.85,153858.0
2019-02-01,289.2,150578.0
2019-02-11,288.75,87420.0
2019-02-12,288.85,130022.0
2019-02-13,288.25,121432.0
2019-02-14,287.6,171608.0
2019-02-15,289.6,188342.0
2019-02-18,290.95,182550.0
2019-02-19,291.35,106198.0
2019-02-20,293.35,187480.0
2019-02-21,291.5,163306.0
2019-02-22,289.6,160092.0
2019-02-25,289.3,179152.0
2019-02-26,289.0,152828.0
2019-02-27,288.65,119290.0
2019-02-28,286.85,173762.0
2019-03-01,285.85,179312.0
2019-03-04,281.8,275324.0
2019-03-05,280.8,161400.0
2019-03-06,280.8,
